"CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","KEYWORDS","URL","URLDATE","SOURCEID","ISBN","LANGUAGE","ABSTRACT","ISSN","SHORTTITLE","COLLABORATOR","COPYRIGHT","DOI","CFN","CLASS_LOC","DELIVERED","DOCUMENT_TYPE","FN","HHTYPE","INLG","LGCODE","MACRO_AREA","MPI_EVA_LIBRARY_SHELF","OCLC","SRC","SUBJECT_HEADINGS","LOCATION","GLOTTO","EXTRA_HASH","ASJP_NAME","AIATSIS_CALLNUMBER","AIATSIS_CODE","AIATSIS_REFERENCE_LANGUAGE","LANGUAGEID","MPIFN","OZBIB_ID","OZBIBREFTYPE","PUBLICATION","COUNTRY","SIL_ID","SUBJECT","OTHER_EDITIONS","FNNOTE","VARIETY","BESTTXT","LCCN","FILENAMES","ISO_CODE","OLAC_FIELD","REFDB_ID","WALS_CODE","AUTHOR_STATEMENT","NUMBEROFPAGES","OZBIBNOTE","LANGNOTE","LGFAMILY","ZURICHCODE","ZURICHNOTE","GULDEMANN_LOCATION","THESISTYPE","NOSHAREFN","PLACE","ABSTRACTNOTE","COLLECTION","DISPLAY"
"MISC","VisserKalamang2017",NA,NA,"Visser, Eline",NA,NA,NA,NA,"NA","Personal Communication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fieldnotes",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visser 2017"
"PHDTHESIS","128937",NA,NA,"Afable, Patricia Okubo",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"xx+576",NA,"New Haven: Yale University",NA,"Language, culture, and society in a Kallahan community, northern Luzon, Philippines",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"papua\afable\_kallahan1990\_o.pdf",NA,"papua\afable\_kallahan1990\_o.pdf",NA,"papua\afable\_kallahan1989.pdf, papua\afable\_kallahan1990\_o.pdf, papua\afable\_kallahan1989v2.pdf","ethnographic;socling","English [eng]","Kallahan-Kayapa [kak]","Papunesia",NA,"80060159","hh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afable 1989"
"ARTICLE","forth_1990",NA,NA,"Forth, Gregory",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Symmetry to Asymmetry. An Evolutionary Interpretation of Eastern Sumbanese Relationship Terminology",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kamb1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthropos 85 4/6 p373-392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forth 1990"
"ARTICLE","72902",NA,NA,"Nevermann, Hans",NA,NA,NA,NA,"NA",NA,NA,"Zeitschrift für Ethnologie",NA,NA,NA,NA,NA,"1-70",NA,NA,NA,"Die Kanum-Irebe und ihre Nachbarn",NA,"71","1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"papua\nevermann\_kanum1939v2.pdf",NA,"papua\nevermann\_kanum1939v2.pdf",NA,"papua\nevermann\_kanum1939.pdf, papua\nevermann\_kanum1939v2\_o.pdf, papua\nevermann\_kanum1939v2.pdf","ethnographic;wordlist","German [deu]","Toro, Je-Nan, Marind, Kanum is Ngkâlmpu [kcd], N'gowugar is a dialect of Blafe [bfh], Morauri = Moraori [mok], Mani = ""Mani"" is not from native speakers but from Ngkâlmpu Kanum speakers who knew Mani (p 58) and while the Mani village was abandoned in the 50s it would have been a dialect of Kunja in the time of Nevermann [pep]","Papunesia",NA,NA,"hh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevermann 1939"
"PHDTHESIS","buckley_1994","Stanford",NA,"Buckley, Eugene",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSLI Publications","Stanford",NA,"Theoretical aspects of Kashaya phonology and morphology",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kash1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buckley 1994"
"MISC","Evans2016kayadild",NA,NA,"Evans, Nicholas",NA,NA,NA,NA,"NA","Personal Communication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fieldnotes",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evans 2016"
"MISC","guntsetseg_2019",NA,NA,"Dolgor Guntsetseg, Elena Skribnik",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"personal communication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dolgor Guntsetseg n.d."
"BOOK","64260","Berlin",NA,"Senft, Gunter",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"xiii+598","Mouton de Gruyter",NA,"Mouton Grammar Library","Kilivila: The Language of the Trobriand Islanders",NA,"3","1986",NA,"http://www.degruyter.com/view/books/9783110861846/9783110861846/9783110861846.xml",NA,NA,"9783110107814, 978-3-11-010781-4",NA,NA,NA,NA,NA,NA,"10.1515/9783110861846",NA,"PL6252.K5",NA,"B","papua\senft\_kilivila1986.pdf","grammar\_sketch;dictionary","English [eng]","Kilivila [kij]","Papunesia","PL 6252 SEN 1986","14215122","degruyter, hh, mpieva, wals","Kiriwinian language, Kiriwinian language",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Senft 1986"
"BOOK","115492","Canberra",NA,"Blust, Robert",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"vii+102","Research School of Pacific and Asian Studies, Australian National University",NA,"Pacific Linguistics","A short morphology, phonology and vocabulary of Kiput, Sarawak",NA,"546","2003",NA,NA,NA,NA,"9780858835368",NA,NA,NA,NA,NA,NA,NA,"papua\blust\_kiput2003\_o.pdf","PL5128.S27","papua\blust\_kiput2003\_o.pdf","B","papua\blust\_kiput2003.pdf, papua\blust\_kiput2003\_o.pdf","phonology;wordlist;specific\_feature","English [eng]","Kiput [kyi]","Papunesia","PL 5128 .S27 BLU 2003","54984089","hh, mpieva","Malay language–Dialects–Malaysia–Sarawak, Malay language–Dialects–Malaysia–Sarawak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blust 2003"
"BOOK","landtman_1927","London",NA,"Landtman, Gunnar",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Kiwai Papuans of British New Guinea: A Nature-Born Instance of Rousseau's ideal Community",NA,NA,"1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kiwa1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landtman 1927"
"BOOK","95347","Canberra",NA,"Baird, Louise",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"xv+242","Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University",NA,"Pacific Linguistics","A grammar of Klon: a non-Austronesian language of Alor, Indonesia",NA,"596","2008",NA,NA,NA,NA,"9780858835948",NA,NA,NA,NA,NA,NA,NA,"papua\baird\_klon2008v3.pdf","PL6621.K56","papua\baird\_klon2008v3.pdf","B","papua\baird\_klon2008v2.pdf, papua\baird\_klon2008.pdf, papua\baird\_klon2008v3\_o.pdf, papua\baird\_klon2008v3.pdf","grammar","English [eng]","Kelon [kyo]","Papunesia","PL 6621 .K56 BAI 2008","836830658","autotyp, hh, langsci, mpieva","Alor (Indonesia) -Languages -Grammar, Alor (Indonesia) -Languages -Grammar","Canberra",NA,NA,NA,NA,NA,NA,"2975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baird 2008"
"BOOK","kogi_cogu1240",NA,NA,"unknown",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown n.d."
"BOOK","101683","Canberra",NA,"Dutton, Tom",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"xxvi+424","Research School of Pacific and Asian Studies, Australian National University",NA,"Pacific Linguistics","A Dictionary of Koiari, Papua New Guinea: with grammar notes",NA,"534","2003",NA,NA,NA,NA,"9780858835337, 0858835339, 9780858835337",NA,NA,NA,NA,NA,NA,NA,"papua\dutton\_koiari2003\_o.pdf","PL6621.K65","papua\dutton\_koiari2003\_o.pdf","B","papua\dutton\_koiari2003.pdf, papua\dutton\_koiari2003\_o.pdf","grammar\_sketch;dictionary","English [eng]","Koiari-Grass [kbk]","Papunesia","PL 6621 .K65 DUT 2003",NA,"asjp2010, hh, mpieva","Koiari language – Dictionaries – English, English language – Dictionaries – Koiari, Koiari language – Dictionaries – English – English language – Dictionaries – Koiari",NA,NA,NA,"Koiari, Grass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dutton 2003"
"BOOK","schmitz_1960","Wiesbaden",NA,"Schmitz, Carl",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Franz Steiner Verlag",NA,NA,"Historische Probleme in Nordost-Neuguinea: Huon Halbinsel",NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"komb1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schmitz 1960"
"MISC","Evans2016komnzo",NA,NA,"Evans, Nicholas",NA,NA,NA,NA,"NA","Personal Communication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fieldnotes",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evans 2016"
"BOOK","65487","Canberra",NA,"Baxter, Alan N.; de Silva, Patrick",NA,NA,NA,NA,"NA",NA,NA,"Pacific Linguistics",NA,NA,NA,NA,NA,"78","Pacific Linguistics",NA,NA,"A dictionary of Kristang (Malacca Creole Portuguese) - English",NA,"564","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dictionary (computerized assignment from ""dictionary"")","English [eng]","Malaccan Creole Portuguese [mcm] = ""Papia Kristang","Eurasia",NA,NA,"apics, asjp2010",NA,NA,NA,NA,"Malaccan Creole Portuguese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baxter & de Silva 2004"
"MISC","ku_waru_boun1245",NA,NA,"Rumsey, Alan",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rumsey n.d."
"BOOK","25770",NA,NA,"Fingleton, J. S.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"291-312","Canberra",NA,NA,"Tolai kiship concepts: correspondence between Kuanua and Tok Pisin terminology",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CH",NA,NA,"English [eng]","Kuanua [ksd] (computerized assignment from ""tolai;kuanua"")",NA,"bound with PL 6601 PAP NEW - 24",NA,"mpieva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fingleton 1986"
"MISC","unknown_no_date",NA,NA,"unknown source",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no title",NA,NA,"no date",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kuku1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown source n.d."
"BOOK","2433",NA,NA,"Sommer, Bruce",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"266","Pacific Linguistics",NA,"Pacific Linguistics","Speaking Kunjen: An ethnography of Oykangand kinship and communication, the Cape York region of northern Queensland, Australia",NA,"582","2006",NA,NA,NA,NA,"9780858835573",NA,NA,NA,NA,NA,NA,NA,"australia\sommer\_kunjen2006.pdf","PL7101.G82","australia\sommer\_kunjen2006.pdf","B","australia\sommer\_speaking-kunjen2006.pdf, australia\sommer\_kunjen2006.pdf","socling;text","English [eng]","Kunjen [kjn]","Australia","PL 7101 .G82 SOM 2006",NA,"hh, mpieva, ozbib",NA,NA,NA,NA,NA,NA,"Y83, Y101","KUNJEN, Oykangand",NA,NA,"5365","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug 2006 publishing date",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sommer 2006"
"BOOK","23140","Melbourne",NA,"Chinnery, E. W. P.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"1-50","H. J. Green, Government Printer",NA,"Territory of New Guinea Anthropological Report","Notes on the study of the native population of the East Coast of New Ireland",NA,"6","1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"papua\chinnery\_ecoast-new-ireland1930.pdf, papua\chinnery\_ecoast-new-ireland1930\_o.pdf","ethnographic","English [eng]","Kuot [kto]","Papunesia",NA,NA,"hh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chinnery 1930"
"BOOK","thompson_1988","Darwin",NA,"Thompson, David A.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer Institute of Linguistics",NA,NA,"Lockhart River ""Sand Beach"" language: an outline of Kuuku Ya'u and Umpila",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kuuk1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Work Papers of SIL- AAIB. Series A, 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thompson 1988"
"BOOK","127160","Canberra",NA,"Keesing, Roger M.",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"p. 287 + 288 missing Bibliography: p. xxxiv.",NA,NA,"xxxiv+296","Dept. of Linguistics, Research School of Pacific Studies, The Australian Natl. Univ.",NA,"Pacific linguistics: Series C","Kwaio dictionary",NA,"35","1975",NA,NA,NA,NA,"9780858831209",NA,NA,NA,NA,NA,NA,NA,NA,"PL6252.K924",NA,"B","papua\keesing\_kwaio1975\_o.pdf, papua\keesing\_kwaio1975.pdf","dictionary","English [eng]","Kwaio [kwd]","Papunesia","PL 6252 .K924 KEE 1975","896370039","hh, mpieva, wals","Kwaio language-Dictionaries-English., Kwaio language-Dictionaries-English.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keesing 1975"
"BOOK","47028","Canberra",NA,"Lindstrom, Lamont",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"ix+195","Pacific Linguistics",NA,"Pacific Linguistics: Series C","Kwamera dictionary: Nikukua sai nagkiariien nininife",NA,"95","1986",NA,NA,NA,NA,"9780858833401",NA,NA,NA,NA,NA,NA,NA,NA,"PL6316.T35",NA,"B","papua\lindstrom\_kwamera1986.pdf, papua\lindstrom\_kwamera1986\_o.pdf","dictionary","English [eng]","Kwamera [tnk]","Papunesia","PL 6316 .T35 LIN 1986","16528952","hh, mpieva, wals","Tanna language-Dictionaries-English, English language-Dictionaries-Tanna, Kwamera dialect-Dictionaries, Vanuatu-Languages-Dictionaries, Tanna language-Dictionaries-English - English language-Dictionaries-Tanna - Kwamera dialect-Dictionaries - Vanuatu-Languages-Dictionaries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindstrom 1986"
"INCOLLECTION","bowden_1983",NA,NA,"Bowden, Ross",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canberra: Pacific Linguistics, Australian National University",NA,NA,"Kwoma Terminology and Marriage Alliance: The 'Omaha' Problem Revisited",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kwom1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ManNew Series, Vol. 18, No. 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bowden 1983"
"BOOK","91175","Canberra",NA,"Draper, Norm; Draper, Sheila",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"viii+709","Pacific Linguistics",NA,"Pacific Linguistics","Dictionary of Kyaka Enga: Papua New Guinea",NA,"532","2002",NA,NA,NA,NA,"9780858835108",NA,NA,NA,NA,NA,NA,NA,"papua\draper-draper\_kyaka-enga2002\_o.pdf","PL6621.E5","papua\draper-draper\_kyaka-enga2002\_o.pdf","B","papua\draper-draper\_kyaka-enga2002.pdf, papua\draper-draper\_kyaka-enga2002\_o.pdf, papua\draper-draper\_kyaka-enga2002pages.pdf","grammar\_sketch;dictionary","English [eng]","Kyaka Enga [kyc]","Papunesia","PL 6621 .E5 DRA 2002","702444898","hh, mpieva, wals","Enga language-Dictionaries-English, English language-Dictionaries-Enga, Enga language-Dictionaries-English - English language-Dictionaries-Enga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Draper & Draper 2002"
"BOOK","32420","München",NA,"Nishiyama, Kunio; Kelen, Herman",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,"467",NA,"188","Lincom",NA,"Languages of the World/Materials","A Grammar of Lamaholot, Eastern Indonesia: The morphology and syntax of the Lewoingu dialect",NA,"467","2007",NA,NA,NA,NA,"9783895867149",NA,NA,NA,NA,NA,NA,NA,"papua\nishiyama-kelen\_lamaholot2007\_o.pdf","PL5339.98","papua\nishiyama-kelen\_lamaholot2007\_o.pdf","B","papua\nishiyama-kelen\_lamaholot2007\_o.pdf, papua\nishiyama-kelen\_lamaholot2007.pdf","grammar","English [eng]","Lewoingu = Lamaholot [slp]","Papunesia","PL 5339 .98 NIS 2007","762694986","hh, langsci, mpieva",NA,"München",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nishiyama & Kelen 2007"
"BOOK","chung_2005","Canberra",NA,"Chung, Ying Shing Anthony",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canberra: Pacific Linguistics, Australian National University",NA,NA,"A descriptive grammar of Merei (Vanuatu)",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mere1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Linguistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chung 2005"
"BOOK","51042","Canberra",NA,"NA",NA,NA,NA,NA,"Ross, Malcolm D.",NA,NA,NA,NA,NA,NA,NA,NA,"ix+392","Australian National Univ.",NA,"Pacific Linguistics : Series C, Books","Studies in languages of New Britain and New Ireland,: 1:Austronesian languages of the North New Guinea Cluster in Northwestern New Britain",NA,"135","1996",NA,NA,NA,NA,"9780858834439",NA,NA,NA,NA,NA,NA,NA,NA,"PL5028.P26",NA,"B",NA,"comparative (computerized assignment from ""languages"")","English [eng]",NA,"Papua","PL 5028 .P26 STU 1996",NA,"mpieva","New Britain Island (Papua New Guinea)--Languages, New Ireland Province (Papua New Guinea)--Languages, New Britain Island (Papua New Guinea)--Languages – New Ireland Province (Papua New Guinea)--Languages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA 1996"
"BOOK","mcknight_1999",NA,NA,"McKnight, David",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People, Countries, and the Rainbow Serpent",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lard1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxford Studies in Anthropological Linguistics 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McKnight 1999"
"MISC","Barth2017latin",NA,NA,"Barth, Wolfgang",NA,NA,NA,NA,"NA","Personal Communication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barth 2017"
"BOOK","34741","Canberra",NA,"Fox, Charles Elliot",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"Bibliography: p. vi.",NA,NA,"vi+260","Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ.",NA,"Pacific linguistics : Series C, Books","Lau dictionary: with English index",NA,"25","1974",NA,NA,NA,NA,"9780858831018",NA,NA,NA,NA,NA,NA,NA,NA,"PL6253.L3844",NA,"B",NA,"dictionary (computerized assignment from ""dictionary"")","English [eng]","Lau [llu]","Papunesia","PL 6253 .L3844 FOX 1974",NA,"mpieva","Lau language–Dictionaries–English, English language–Dictionaries–Lau, Lau language–Dictionaries–English – English language–Dictionaries–Lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fox 1974"
